Range	40.0dB	-107.0dBm
Fixed unit	1	gcs	-06.83282	 107.38730	491.0
Mobile unit	2	drone	-07.14406	 106.54141	1976.0
Latitude	Longitude	Rx(dB)	Best unit
-06.80859	 107.62899	 030.5	1
-06.80859	 107.64061	 004.4	1
-06.80859	 107.65223	 033.3	1
-06.80859	 107.66384	 032.9	1
-06.80859	 107.67547	 033.0	1
-06.80859	 107.68709	 028.9	1
-06.80859	 107.69870	 030.4	1
-06.80859	 107.71033	 031.3	1
-06.80859	 107.72195	 031.7	1
-06.80859	 107.73357	 031.2	1
-06.80859	 107.74518	-004.7	1
-06.80859	 107.75681	 027.5	1
-06.80859	 107.76842	 015.7	1
-06.80859	 107.78004	 028.2	1
-06.80859	 107.79166	 028.0	1
-06.80859	 107.80328	 028.3	1
-06.80859	 107.81490	 024.5	1
-06.80859	 107.82652	 029.6	1
-06.80859	 107.83814	 028.7	1
-06.80859	 107.84976	-023.0	1
-06.80859	 107.86137	-012.5	1
-06.80859	 107.87300	-002.0	1
-06.80859	 107.88462	-015.5	1
-06.80859	 107.89623	-026.4	1
-06.80859	 107.90785	-028.5	1
-06.80859	 107.91948	-028.2	1
-06.80859	 107.93111	-029.0	1
-06.80859	 107.94271	-030.6	1
-06.80859	 107.95432	-031.8	1
-06.80859	 107.96596	-032.3	1
-06.80859	 107.97758	-033.5	1
-06.80859	 107.98918	-034.9	1
-06.80859	 108.00082	-035.6	1
-06.80859	 108.01244	-037.8	1
-06.80859	 108.02406	-039.7	1
-06.80859	 108.03568	-040.2	1
-06.80859	 108.04729	-039.7	1
-06.80859	 108.05891	-039.9	1
-06.80859	 108.07052	-039.3	1
-06.80859	 108.08215	-040.9	1
-06.80859	 108.09377	-041.1	1
-06.80859	 108.10539	-041.8	1
-06.80859	 108.11700	-041.8	1
-06.80859	 108.12863	-041.5	1
-06.80859	 108.14025	-041.9	1
-06.80859	 108.15186	-042.4	1
-06.80859	 108.16348	-042.5	1
-06.80859	 108.17510	-042.7	1
-06.80859	 108.18672	-042.8	1
-06.80859	 108.19835	-042.8	1
-06.80859	 108.20997	-042.9	1
-06.80859	 108.22158	-043.0	1
-06.80859	 108.23320	-043.4	1
-06.80859	 108.24483	-043.2	1
-06.80859	 108.25645	-043.6	1
-06.80859	 108.26806	-043.7	1
-06.80859	 108.27968	-043.7	1
-06.80859	 108.29130	-043.4	1
-06.80859	 108.30292	-043.2	1
-06.80859	 108.31454	-042.9	1
-06.80859	 108.32616	-043.2	1
-06.80859	 108.33778	-042.9	1
-06.80859	 108.34940	-043.2	1
-06.80859	 108.36102	-042.7	1
-06.80859	 108.37264	-046.5	1
-06.80859	 108.38426	-046.4	1
-06.80859	 108.39588	-046.8	1
-06.80859	 108.40749	-046.4	1
-06.80859	 108.41911	-046.9	1
-06.80859	 108.43073	-047.7	1
-06.80859	 108.44235	-048.1	1
-06.80859	 108.45397	-048.2	1
-06.80859	 108.46560	-048.7	1
-06.80859	 108.47721	-048.8	1
-06.80859	 108.48883	-048.9	1
-06.80859	 108.50046	-049.2	1
-06.80859	 108.51208	-049.2	1
-06.80859	 108.52369	-049.5	1
-06.80859	 108.53532	-049.7	1
-06.80859	 108.54693	-049.7	1
-06.80859	 108.55855	-049.8	1
-06.82013	 106.21140	-042.8	1
-06.82013	 106.22301	-045.2	1
-06.82013	 106.23465	-044.5	1
-06.82013	 106.24626	-042.7	1
-06.82013	 106.25787	-042.4	1
-06.82013	 106.26949	-041.7	1
-06.82013	 106.28112	-044.2	1
-06.82013	 106.29272	-041.3	1
-06.82013	 106.30435	-041.7	1
-06.82013	 106.31598	-042.3	1
-06.82013	 106.32759	-041.5	1
-06.82013	 106.33921	-040.8	1
-06.82013	 106.35084	-038.7	1
-06.82013	 106.36246	-038.1	1
-06.82013	 106.37407	-038.3	1
-06.82013	 106.38570	-038.0	1
-06.82013	 106.39731	-037.6	1
-06.82013	 106.40894	-036.3	1
-06.82013	 106.42055	-037.8	1
-06.82013	 106.43217	-039.4	1
-06.82013	 106.44379	-037.8	1
-06.82013	 106.45541	-036.7	1
-06.82013	 106.46703	-036.0	1
-06.82013	 106.47865	-035.8	1
-06.82013	 106.49026	-034.4	1
-06.82013	 106.50188	-031.3	1
-06.82013	 106.51351	-030.0	1
-06.82013	 106.52513	-028.6	1
-06.82013	 106.53675	-026.8	1
-06.82013	 106.54836	-023.9	1
-06.82013	 106.55999	-023.5	1
-06.82013	 106.57159	-028.0	1
-06.82013	 106.58322	-028.9	1
-06.82013	 106.59484	-031.1	1
-06.82013	 106.60646	-033.5	1
-06.82013	 106.61808	-035.6	1
-06.82013	 106.62971	-034.8	1
-06.82013	 106.64132	-035.0	1
-06.82013	 106.65294	-034.2	1
-06.82013	 106.66457	-033.9	1
-06.82013	 106.67619	-034.0	1
-06.82013	 106.68781	-033.7	1
-06.82013	 106.69942	-033.9	1
-06.82013	 106.71104	-035.1	1
-06.82013	 106.72266	-034.9	1
-06.82013	 106.73427	-034.4	1
-06.82013	 106.74590	-034.9	1
-06.82013	 106.75752	-034.6	1
-06.82013	 106.76913	-034.4	1
-06.82013	 106.78075	-033.0	1
-06.82013	 106.79237	-031.1	1
-06.82013	 106.80400	-030.5	1
-06.82013	 106.81561	-028.4	1
-06.82013	 106.82724	-024.7	1
-06.82013	 106.83885	-021.2	1
-06.82013	 106.85048	-020.1	1
-06.82013	 106.86209	 022.7	1
-06.82013	 106.87372	 021.4	1
-06.82013	 106.88533	 021.6	1
-06.82013	 106.89696	 023.3	1
-06.82013	 106.90857	 022.8	1
-06.82013	 106.92018	 029.1	1
-06.82013	 106.93181	 028.5	1
-06.82013	 106.94344	 028.0	1
-06.82013	 106.95506	 019.0	1
-06.82013	 106.96667	 022.9	1
-06.82013	 106.97829	 016.6	1
-06.82013	 106.98991	 021.2	1
-06.82013	 107.00153	 021.1	1
-06.82013	 107.01314	 030.9	1
-06.82013	 107.02477	 028.6	1
-06.82013	 107.03639	 015.3	1
-06.82013	 107.04800	 029.7	1
-06.82013	 107.05962	 030.8	1
-06.82013	 107.07124	 028.9	1
-06.82013	 107.08286	 021.6	1
-06.82013	 107.09448	 014.5	1
-06.82013	 107.10610	 028.7	1
-06.82013	 107.11772	 028.5	1
-06.82013	 107.12935	 027.7	1
-06.82013	 107.14096	 027.3	1
-06.82013	 107.15258	 031.1	1
-06.82013	 107.16420	 029.9	1
-06.82013	 107.17583	 031.0	1
-06.82013	 107.18744	 031.2	1
-06.82013	 107.19905	 030.0	1
-06.82013	 107.21068	 031.8	1
-06.82013	 107.22231	 032.6	1
-06.82013	 107.23391	 033.1	1
-06.82013	 107.24553	 033.2	1
-06.82013	 107.25716	 033.1	1
-06.82013	 107.26878	 033.9	1
-06.82013	 107.28040	 035.5	1
-06.82013	 107.29201	 036.7	1
-06.82013	 107.30363	 038.2	1
-06.82013	 107.31525	 039.2	1
-06.82013	 107.32688	 040.7	1
-06.82013	 107.33849	 042.2	1
-06.82013	 107.35011	 045.1	1
-06.82013	 107.36173	 047.7	1
-06.82013	 107.37335	 050.0	1
-06.82013	 107.38496	 050.9	1
-06.82013	 107.39659	 049.8	1
-06.82013	 107.40821	 047.5	1
-06.82013	 107.41984	 047.7	1
-06.82013	 107.43145	 048.2	1
-06.82013	 107.44307	 041.7	1
-06.82013	 107.45469	 037.5	1
-06.82013	 107.46631	 037.3	1
-06.82013	 107.47793	 041.6	1
-06.82013	 107.48955	 041.5	1
-06.82013	 107.50117	 018.6	1
-06.82013	 107.51279	 033.6	1
-06.82013	 107.52441	 035.2	1
-06.82013	 107.53602	 034.0	1
-06.82013	 107.54765	 036.3	1
-06.82013	 107.55926	 025.0	1
-06.82013	 107.57088	 034.6	1
-06.82013	 107.58250	 036.1	1
-06.82013	 107.59412	 010.6	1
-06.82013	 107.60574	 034.0	1
-06.82013	 107.61736	 034.8	1
-06.82013	 107.62898	 033.1	1
-06.82013	 107.64061	 033.2	1
-06.82013	 107.65222	 032.3	1
-06.82013	 107.66383	 028.9	1
-06.82013	 107.67546	 030.8	1
-06.82013	 107.68708	 032.0	1
-06.82013	 107.69870	 025.4	1
-06.82013	 107.71033	 024.2	1
-06.82013	 107.72194	 026.6	1
-06.82013	 107.73355	 031.2	1
-06.82013	 107.74518	 028.9	1
-06.82013	 107.75680	 023.8	1
-06.82013	 107.76842	 023.5	1
-06.82013	 107.78003	 030.5	1
-06.82013	 107.79166	 027.0	1
-06.82013	 107.80328	 027.9	1
-06.82013	 107.81490	 022.9	1
-06.82013	 107.82652	 018.8	1
-06.82013	 107.83813	-017.3	1
-06.82013	 107.84975	-018.2	1
-06.82013	 107.86137	-007.3	1
-06.82013	 107.87300	-022.2	1
-06.82013	 107.88461	-024.7	1
-06.82013	 107.89623	-032.3	1
-06.82013	 107.90784	-034.6	1
-06.82013	 107.91948	-036.3	1
-06.82013	 107.93109	-036.8	1
-06.82013	 107.94270	-038.0	1
-06.82013	 107.95432	-039.2	1
-06.82013	 107.96595	-039.7	1
-06.82013	 107.97756	-040.5	1
-06.82013	 107.98918	-042.2	1
-06.82013	 108.00081	-043.7	1
-06.82013	 108.01242	-045.0	1
-06.82013	 108.02404	-045.5	1
-06.82013	 108.03567	-045.7	1
-06.82013	 108.04729	-044.7	1
-06.82013	 108.05890	-044.5	1
-06.82013	 108.07052	-047.2	1
-06.82013	 108.08214	-047.1	1
-06.82013	 108.09377	-047.8	1
-06.82013	 108.10538	-049.0	1
-06.82013	 108.11700	-049.0	1
-06.82013	 108.12862	-049.2	1
-06.82013	 108.14024	-049.3	1
-06.82013	 108.15186	-049.4	1
-06.82013	 108.16348	-044.4	1
-06.82013	 108.17510	-044.6	1
-06.82013	 108.18672	-044.7	1
-06.82013	 108.19834	-044.5	1
-06.82013	 108.20997	-044.7	1
-06.82013	 108.22158	-044.6	1
-06.82013	 108.23320	-044.7	1
-06.82013	 108.24482	-044.8	1
-06.82013	 108.25644	-044.9	1
-06.82013	 108.26806	-044.9	1
-06.82013	 108.27968	-044.9	1
-06.82013	 108.29130	-044.8	1
-06.82013	 108.30291	-044.1	1
-06.82013	 108.31453	-043.7	1
-06.82013	 108.32616	-043.8	1
-06.82013	 108.33778	-043.3	1
-06.82013	 108.34939	-043.1	1
-06.82013	 108.36100	-043.0	1
-06.82013	 108.37263	-042.5	1
-06.82013	 108.38425	-042.5	1
-06.82013	 108.39587	-042.8	1
-06.82013	 108.40749	-043.1	1
-06.82013	 108.41911	-043.9	1
-06.82013	 108.43073	-044.7	1
-06.82013	 108.44234	-045.6	1
-06.82013	 108.45397	-046.2	1
-06.82013	 108.46558	-046.8	1
-06.82013	 108.47720	-046.8	1
-06.82013	 108.48882	-047.2	1
-06.82013	 108.50045	-047.4	1
-06.82013	 108.51206	-047.7	1
-06.82013	 108.52368	-048.0	1
-06.82013	 108.53530	-048.3	1
-06.82013	 108.54692	-048.7	1
-06.82013	 108.55854	-048.9	1
-06.83166	 106.21141	-043.6	1
-06.83166	 106.22302	-040.4	1
-06.83166	 106.23465	-040.0	1
-06.83166	 106.24626	-039.9	1
-06.83166	 106.25789	-039.4	1
-06.83166	 106.26950	-040.1	1
-06.83166	 106.28113	-039.3	1
-06.83166	 106.29274	-039.6	1
-06.83166	 106.30437	-039.4	1
-06.83166	 106.31598	-038.0	1
-06.83166	 106.32759	-037.1	1
-06.83166	 106.33922	-035.7	1
-06.83166	 106.35084	-034.8	1
-06.83166	 106.36246	-034.9	1
-06.83166	 106.37408	-034.9	1
-06.83166	 106.38570	-033.9	1
-06.83166	 106.39732	-033.5	1
-06.83166	 106.40894	-032.9	1
-06.83166	 106.42056	-034.8	1
-06.83166	 106.43217	-036.0	1
-06.83166	 106.44380	-035.3	1
-06.83166	 106.45541	-033.7	1
-06.83166	 106.46704	-031.2	1
-06.83166	 106.47865	-028.8	1
-06.83166	 106.49026	-023.9	1
-06.83166	 106.50188	-026.1	1
-06.83166	 106.51352	-027.1	1
-06.83166	 106.52514	-025.0	1
-06.83166	 106.53676	-021.6	1
-06.83166	 106.54837	 012.0	1
-06.83166	 106.56000	 019.1	1
-06.83166	 106.57161	 014.0	1
-06.83166	 106.58324	-020.6	1
-06.83166	 106.59485	-022.6	1
-06.83166	 106.60646	-025.4	1
-06.83166	 106.61809	-028.3	1
-06.83166	 106.62970	-030.0	1
-06.83166	 106.64133	-028.8	1
-06.83166	 106.65294	-027.8	1
-06.83166	 106.66457	-026.5	1
-06.83166	 106.67619	-026.3	1
-06.83166	 106.68781	-026.9	1
-06.83166	 106.69943	-026.6	1
-06.83166	 106.71106	-026.5	1
-06.83166	 106.72267	-026.7	1
-06.83166	 106.73428	-026.8	1
-06.83166	 106.74590	-025.4	1
-06.83166	 106.75752	-025.2	1
-06.83166	 106.76914	-022.5	1
-06.83166	 106.78075	-021.4	1
-06.83166	 106.79239	-019.6	1
-06.83166	 106.80400	-016.5	1
-06.83166	 106.81562	 017.2	1
-06.83166	 106.82724	 020.2	1
-06.83166	 106.83887	 020.9	1
-06.83166	 106.85049	 022.1	1
-06.83166	 106.86209	 021.3	1
-06.83166	 106.87372	 023.1	1
-06.83166	 106.88535	 023.0	1
-06.83166	 106.89696	 018.6	1
-06.83166	 106.90858	 003.3	1
-06.83166	 106.92020	 028.6	1
-06.83166	 106.93182	 028.3	1
-06.83166	 106.94344	 029.5	1
-06.83166	 106.95506	 028.7	1
-06.83166	 106.96667	 030.0	1
-06.83166	 106.97829	 029.4	1
-06.83166	 106.98991	 016.8	1
-06.83166	 107.00154	 026.7	1
-06.83166	 107.01315	 030.9	1
-06.83166	 107.02478	 022.7	1
-06.83166	 107.03641	 022.6	1
-06.83166	 107.04800	 030.8	1
-06.83166	 107.05962	 013.7	1
-06.83166	 107.07125	 005.7	1
-06.83166	 107.08287	 025.8	1
-06.83166	 107.09449	 026.8	1
-06.83166	 107.10611	 015.9	1
-06.83166	 107.11774	 031.3	1
-06.83166	 107.12935	 025.7	1
-06.83166	 107.14097	 027.0	1
-06.83166	 107.15258	 031.7	1
-06.83166	 107.16421	 029.0	1
-06.83166	 107.17583	 032.1	1
-06.83166	 107.18744	 029.3	1
-06.83166	 107.19907	 031.6	1
-06.83166	 107.21069	 031.6	1
-06.83166	 107.22231	 033.2	1
-06.83166	 107.23392	 033.1	1
-06.83166	 107.24554	 033.5	1
-06.83166	 107.25716	 034.5	1
-06.83166	 107.26878	 034.2	1
-06.83166	 107.28040	 035.7	1
-06.83166	 107.29202	 036.0	1
-06.83166	 107.30364	 037.3	1
-06.83166	 107.31526	 038.3	1
-06.83166	 107.32687	 040.8	1
-06.83166	 107.33850	 042.4	1
-06.83166	 107.35013	 044.0	1
-06.83166	 107.36174	 048.1	1
-06.83166	 107.37335	 050.6	1
-06.83166	 107.39660	 051.5	1
-06.83166	 107.40822	 047.1	1
-06.83166	 107.41984	 034.9	1
-06.83166	 107.43145	 047.4	1
-06.83166	 107.44307	 024.8	1
-06.83166	 107.45469	 039.7	1
-06.83166	 107.46632	 041.1	1
-06.83166	 107.47794	 026.9	1
-06.83166	 107.48956	 034.2	1
-06.83166	 107.50117	 040.5	1
-06.83166	 107.51279	 035.8	1
-06.83166	 107.52441	 039.3	1
-06.83166	 107.53603	 032.8	1
-06.83166	 107.54765	 038.1	1
-06.83166	 107.55927	 034.9	1
-06.83166	 107.57089	 032.4	1
-06.83166	 107.58251	 033.9	1
-06.83166	 107.59412	 032.5	1
-06.83166	 107.60574	 034.0	1
-06.83166	 107.61737	 034.2	1
-06.83166	 107.62899	 034.6	1
-06.83166	 107.64061	 033.1	1
-06.83166	 107.65223	 033.2	1
-06.83166	 107.66384	 033.5	1
-06.83166	 107.67547	 028.1	1
-06.83166	 107.68709	 031.5	1
-06.83166	 107.69871	 031.3	1
-06.83166	 107.71033	 024.6	1
-06.83166	 107.72195	 031.9	1
-06.83166	 107.73357	 023.3	1
-06.83166	 107.74519	 021.2	1
-06.83166	 107.75681	 025.4	1
-06.83166	 107.76842	 012.7	1
-06.83166	 107.78003	 030.3	1
-06.83166	 107.79166	 027.8	1
-06.83166	 107.80328	 022.0	1
-06.83166	 107.81490	 011.9	1
-06.83166	 107.82652	-002.6	1
-06.83166	 107.83813	-008.8	1
-06.83166	 107.84975	-011.3	1
-06.83166	 107.86138	-013.5	1
-06.83166	 107.87300	-024.1	1
-06.83166	 107.88462	-029.1	1
-06.83166	 107.89623	-031.7	1
-06.83166	 107.90785	-033.1	1
-06.83166	 107.91948	-034.0	1
-06.83166	 107.93111	-035.0	1
-06.83166	 107.94272	-036.1	1
-06.83166	 107.95433	-035.2	1
-06.83166	 107.96596	-037.3	1
-06.83166	 107.97757	-038.9	1
-06.83166	 107.98918	-039.7	1
-06.83166	 108.00082	-039.9	1
-06.83166	 108.01243	-041.0	1
-06.83166	 108.02406	-041.2	1
-06.83166	 108.03568	-041.7	1
-06.83166	 108.04729	-041.3	1
-06.83166	 108.05891	-040.9	1
-06.83166	 108.07052	-041.9	1
-06.83166	 108.08215	-040.7	1
-06.83166	 108.09377	-043.0	1
-06.83166	 108.10538	-044.4	1
-06.83166	 108.11700	-044.7	1
-06.83166	 108.12863	-044.9	1
-06.83166	 108.14024	-044.2	1
-06.83166	 108.15186	-044.8	1
-06.83166	 108.16348	-045.8	1
-06.83166	 108.17510	-045.9	1
-06.83166	 108.18672	-045.3	1
-06.83166	 108.19835	-046.1	1
-06.83166	 108.20997	-046.0	1
-06.83166	 108.22159	-046.1	1
-06.83166	 108.23320	-046.0	1
-06.83166	 108.24482	-046.1	1
-06.83166	 108.25644	-046.1	1
-06.83166	 108.26806	-045.6	1
-06.83166	 108.27967	-045.4	1
-06.83166	 108.29131	-045.7	1
-06.83166	 108.30292	-045.7	1
-06.83166	 108.31453	-044.8	1
-06.83166	 108.32616	-044.6	1
-06.83166	 108.33778	-044.1	1
-06.83166	 108.34940	-044.1	1
-06.83166	 108.36102	-044.4	1
-06.83166	 108.37263	-043.5	1
-06.83166	 108.38426	-043.4	1
-06.83166	 108.39587	-043.3	1
-06.83166	 108.40750	-044.1	1
-06.83166	 108.41911	-044.9	1
-06.83166	 108.43073	-046.5	1
-06.83166	 108.44235	-047.1	1
-06.83166	 108.45398	-047.7	1
-06.83166	 108.46558	-048.3	1
-06.83166	 108.47721	-048.7	1
-06.83166	 108.48883	-049.0	1
-06.83166	 108.50044	-049.3	1
-06.83166	 108.51207	-049.6	1
-06.83166	 108.52370	-049.8	1
-06.83166	 108.53531	-050.1	1
-06.83166	 108.54693	-050.6	1
-06.83166	 108.55855	-050.4	1
-06.84320	 106.21140	-040.6	1
-06.84320	 106.22302	-039.1	1
-06.84320	 106.23465	-038.9	1
-06.84320	 106.24626	-038.6	1
-06.84320	 106.25788	-038.0	1
-06.84320	 106.26950	-038.8	1
-06.84320	 106.28113	-038.9	1
-06.84320	 106.29274	-037.3	1
-06.84320	 106.30436	-035.9	1
-06.84320	 106.31598	-036.5	1
-06.84320	 106.32759	-034.4	1
-06.84320	 106.33922	-033.7	1
-06.84320	 106.35084	-034.0	1
-06.84320	 106.36246	-033.6	1
-06.84320	 106.37408	-032.9	1
-06.84320	 106.38570	-032.1	1
-06.84320	 106.39732	-030.6	1
-06.84320	 106.40894	-029.8	1
-06.84320	 106.42056	-032.8	1
-06.84320	 106.43217	-034.0	1
-06.84320	 106.44380	-031.9	1
-06.84320	 106.45541	-029.0	1
-06.84320	 106.46703	-026.7	1
-06.84320	 106.47865	-024.9	1
-06.84320	 106.49027	-027.3	1
-06.84320	 106.50189	-026.0	1
-06.84320	 106.51351	-027.1	1
-06.84320	 106.52513	-023.0	1
-06.84320	 106.53675	-019.9	1
-06.84320	 106.54837	 019.0	1
-06.84320	 106.55999	 016.7	1
-06.84320	 106.57161	 017.6	1
-06.84320	 106.58324	 016.8	1
-06.84320	 106.59485	-013.8	1
-06.84320	 106.60646	-021.5	1
-06.84320	 106.61809	-023.5	1
-06.84320	 106.62970	-025.7	1
-06.84320	 106.64133	-026.0	1
-06.84320	 106.65294	-023.0	1
-06.84320	 106.66457	-022.3	1
-06.84320	 106.67618	-022.2	1
-06.84320	 106.68781	-021.7	1
-06.84320	 106.69942	-022.2	1
-06.84320	 106.71104	-021.3	1
-06.84320	 106.72267	-020.7	1
-06.84320	 106.73428	-020.0	1
-06.84320	 106.74590	-019.4	1
-06.84320	 106.75752	-018.0	1
-06.84320	 106.76913	-009.5	1
-06.84320	 106.78076	-012.1	1
-06.84320	 106.79238	 018.9	1
-06.84320	 106.80400	 021.6	1
-06.84320	 106.81561	 022.2	1
-06.84320	 106.82724	 020.8	1
-06.84320	 106.83886	 022.5	1
-06.84320	 106.85048	 021.2	1
-06.84320	 106.86209	 022.6	1
-06.84320	 106.87372	 023.1	1
-06.84320	 106.88533	 028.3	1
-06.84320	 106.89696	 027.7	1
-06.84320	 106.90857	 028.9	1
-06.84320	 106.92019	 025.4	1
-06.84320	 106.93181	 028.7	1
-06.84320	 106.94344	 027.2	1
-06.84320	 106.95506	 029.2	1
-06.84320	 106.96667	 022.3	1
-06.84320	 106.97829	 029.7	1
-06.84320	 106.98991	 027.5	1
-06.84320	 107.00153	 014.8	1
-06.84320	 107.01315	 030.9	1
-06.84320	 107.02477	 031.2	1
-06.84320	 107.03640	 026.4	1
-06.84320	 107.04800	 030.0	1
-06.84320	 107.05962	 019.9	1
-06.84320	 107.07124	 025.9	1
-06.84320	 107.08287	 016.8	1
-06.84320	 107.09448	 030.4	1
-06.84320	 107.10611	 032.3	1
-06.84320	 107.11773	 018.3	1
-06.84320	 107.12935	 020.9	1
-06.84320	 107.14096	 031.3	1
-06.84320	 107.15258	 032.2	1
-06.84320	 107.16420	 030.1	1
-06.84320	 107.17583	 032.4	1
-06.84320	 107.18745	 032.3	1
-06.84320	 107.19906	 029.8	1
-06.84320	 107.21068	 029.3	1
-06.84320	 107.22231	 030.7	1
-06.84320	 107.23392	 033.7	1
-06.84320	 107.24554	 032.1	1
-06.84320	 107.25716	 034.8	1
-06.84320	 107.26878	 035.3	1
-06.84320	 107.28040	 036.0	1
-06.84320	 107.29202	 037.4	1
-06.84320	 107.30363	 037.1	1
-06.84320	 107.31525	 039.9	1
-06.84320	 107.32688	 040.3	1
-06.84320	 107.33849	 042.6	1
-06.84320	 107.35011	 044.1	1
-06.84320	 107.36174	 046.0	1
-06.84320	 107.37336	 050.6	1
-06.84320	 107.38497	 051.7	1
-06.84320	 107.39659	 052.4	1
-06.84320	 107.40821	 048.0	1
-06.84320	 107.41983	 046.8	1
-06.84320	 107.43145	 046.6	1
-06.84320	 107.44307	 046.5	1
-06.84320	 107.45469	 045.1	1
-06.84320	 107.46631	 010.8	1
-06.84320	 107.47794	 036.9	1
-06.84320	 107.48955	 031.5	1
-06.84320	 107.50117	 033.6	1
-06.84320	 107.51279	 040.2	1
-06.84320	 107.52441	 003.4	1
-06.84320	 107.53603	 033.5	1
-06.84320	 107.54765	 032.8	1
-06.84320	 107.55927	 032.9	1
-06.84320	 107.57088	 020.4	1
-06.84320	 107.58250	 020.1	1
-06.84320	 107.59412	 035.4	1
-06.84320	 107.60574	 024.9	1
-06.84320	 107.61736	 025.6	1
-06.84320	 107.62899	 033.4	1
-06.84320	 107.64061	 030.7	1
-06.84320	 107.65223	 032.5	1
-06.84320	 107.66384	 033.5	1
-06.84320	 107.67546	 004.1	1
-06.84320	 107.68708	 024.9	1
-06.84320	 107.69870	 016.3	1
-06.84320	 107.71033	 017.0	1
-06.84320	 107.72195	 028.6	1
-06.84320	 107.73356	 031.3	1
-06.84320	 107.74518	 029.5	1
-06.84320	 107.75681	 030.0	1
-06.84320	 107.76842	 013.9	1
-06.84320	 107.78004	 030.4	1
-06.84320	 107.79166	 011.8	1
-06.84320	 107.80328	 000.5	1
-06.84320	 107.81490	-006.6	1
-06.84320	 107.82651	-012.8	1
-06.84320	 107.83813	-016.8	1
-06.84320	 107.84975	-019.1	1
-06.84320	 107.86137	-020.8	1
-06.84320	 107.87299	-023.7	1
-06.84320	 107.88461	-028.4	1
-06.84320	 107.89623	-031.6	1
-06.84320	 107.90785	-032.9	1
-06.84320	 107.91948	-034.0	1
-06.84320	 107.93109	-035.3	1
-06.84320	 107.94271	-036.7	1
-06.84320	 107.95433	-037.8	1
-06.84320	 107.96596	-039.0	1
-06.84320	 107.97757	-039.8	1
-06.84320	 107.98918	-039.5	1
-06.84320	 108.00082	-041.1	1
-06.84320	 108.01244	-041.4	1
-06.84320	 108.02404	-041.7	1
-06.84320	 108.03567	-042.0	1
-06.84320	 108.04729	-042.0	1
-06.84320	 108.05891	-041.9	1
-06.84320	 108.07053	-041.7	1
-06.84320	 108.08215	-043.0	1
-06.84320	 108.09377	-044.0	1
-06.84320	 108.10538	-044.0	1
-06.84320	 108.11700	-044.4	1
-06.84320	 108.12862	-044.7	1
-06.84320	 108.14024	-045.1	1
-06.84320	 108.15186	-045.9	1
-06.84320	 108.16348	-046.5	1
-06.84320	 108.17510	-046.3	1
-06.84320	 108.18672	-046.7	1
-06.84320	 108.19835	-046.0	1
-06.84320	 108.20996	-047.2	1
-06.84320	 108.22158	-047.1	1
-06.84320	 108.23320	-047.1	1
-06.84320	 108.24483	-047.1	1
-06.84320	 108.25644	-046.8	1
-06.84320	 108.26805	-046.6	1
-06.84320	 108.27967	-046.4	1
-06.84320	 108.29130	-046.4	1
-06.84320	 108.30292	-046.0	1
-06.84320	 108.31454	-046.3	1
-06.84320	 108.32616	-045.6	1
-06.84320	 108.33778	-044.8	1
-06.84320	 108.34940	-044.3	1
-06.84320	 108.36101	-044.0	1
-06.84320	 108.37263	-043.7	1
-06.84320	 108.38425	-043.4	1
-06.84320	 108.39587	-043.1	1
-06.84320	 108.40749	-044.1	1
-06.84320	 108.41911	-045.5	1
-06.84320	 108.43073	-047.2	1
-06.84320	 108.44235	-047.9	1
-06.84320	 108.45397	-048.7	1
-06.84320	 108.46558	-049.4	1
-06.84320	 108.47721	-049.8	1
-06.84320	 108.48883	-050.4	1
-06.84320	 108.50045	-050.6	1
-06.84320	 108.51207	-050.9	1
-06.84320	 108.52368	-051.3	1
-06.84320	 108.53532	-051.6	1
-06.84320	 108.54692	-051.7	1
-06.84320	 108.55854	-051.7	1
-06.85474	 106.21140	-042.6	1
-06.85474	 106.22302	-040.2	1
-06.85474	 106.23465	-040.1	1
-06.85474	 106.24626	-040.4	1
-06.85474	 106.25788	-038.5	1
-06.85474	 106.26950	-041.3	1
-06.85474	 106.28113	-040.7	1
-06.85474	 106.29273	-036.1	1
-06.85474	 106.30436	-035.4	1
-06.85474	 106.31598	-034.9	1
-06.85474	 106.32760	-034.8	1
-06.85474	 106.33922	-033.9	1
-06.85474	 106.35084	-033.5	1
-06.85474	 106.36246	-030.8	1
-06.85474	 106.37407	-031.0	1
-06.85474	 106.38570	-030.8	1
-06.85474	 106.39732	-030.0	1
-06.85474	 106.40894	-029.2	1
-06.85474	 106.42056	-029.4	1
-06.85474	 106.43217	-031.9	1
-06.85474	 106.44380	-030.0	1
-06.85474	 106.45541	-026.8	1
-06.85474	 106.46703	-023.2	1
-06.85474	 106.47865	-024.1	1
-06.85474	 106.49027	-028.0	1
-06.85474	 106.50189	-025.8	1
-06.85474	 106.51352	-026.4	1
-06.85474	 106.52513	-022.9	1
-06.85474	 106.53674	 018.4	1
-06.85474	 106.54837	 018.4	1
-06.85474	 106.55999	 019.2	1
-06.85474	 106.57160	 015.9	1
-06.85474	 106.58324	 014.8	1
-06.85474	 106.59485	-010.1	1
-06.85474	 106.60646	-019.3	1
-06.85474	 106.61809	-020.3	1
-06.85474	 106.62971	-022.0	1
-06.85474	 106.64133	-023.4	1
-06.85474	 106.65294	-018.6	1
-06.85474	 106.66457	-017.3	1
-06.85474	 106.67619	-016.0	1
-06.85474	 106.68781	-014.3	1
